timestamp,gpu_util_pct,torch_alloc_mb,torch_reserved_mb,sys_mem_used_mb,sys_mem_total_mb
2026-05-18T04:08:13+0000,96,0.0,0.0,71326,122479
2026-05-18T04:08:28+0000,4,0.0,0.0,50820,122479
2026-05-18T04:08:43+0000,70,0.0,0.0,23842,122479
2026-05-18T04:08:58+0000,96,0.0,0.0,33387,122479
2026-05-18T04:09:13+0000,96,0.0,0.0,73067,122479
2026-05-18T04:09:28+0000,3,0.0,0.0,52259,122479
2026-05-18T04:09:43+0000,96,0.0,0.0,29973,122479
2026-05-18T04:09:58+0000,96,0.0,0.0,34267,122479
2026-05-18T04:10:13+0000,96,0.0,0.0,74297,122479
2026-05-18T04:10:28+0000,96,0.0,0.0,30722,122479
2026-05-18T04:10:43+0000,96,0.0,0.0,34816,122479
2026-05-18T04:10:59+0000,96,0.0,0.0,75396,122479
2026-05-18T04:11:14+0000,8,0.0,0.0,31597,122479
2026-05-18T04:11:29+0000,96,0.0,0.0,30004,122479
2026-05-18T04:11:44+0000,96,0.0,0.0,77490,122479
2026-05-18T04:11:59+0000,3,0.0,0.0,54789,122479
2026-05-18T04:12:14+0000,96,0.0,0.0,28180,122479
2026-05-18T04:12:29+0000,96,0.0,0.0,62661,122479
2026-05-18T04:12:46+0000,3,0.0,0.0,86148,122479
2026-05-18T04:13:01+0000,38,0.0,0.0,18973,122479
2026-05-18T04:13:16+0000,96,0.0,0.0,29371,122479
2026-05-18T04:13:31+0000,96,0.0,0.0,87888,122479
2026-05-18T04:13:46+0000,96,0.0,0.0,28545,122479
2026-05-18T04:14:01+0000,96,0.0,0.0,63578,122479
2026-05-18T04:14:17+0000,14,0.0,0.0,57929,122479
2026-05-18T04:14:32+0000,96,0.0,0.0,29591,122479
2026-05-18T04:14:47+0000,2,0.0,0.0,42877,122479
2026-05-18T04:15:02+0000,96,0.0,0.0,28819,122479
2026-05-18T04:15:17+0000,96,0.0,0.0,34671,122479
2026-05-18T04:15:33+0000,96,0.0,0.0,28399,122479
2026-05-18T04:15:48+0000,96,0.0,0.0,40325,122479
2026-05-18T04:16:03+0000,96,0.0,0.0,28358,122479
2026-05-18T04:16:18+0000,96,0.0,0.0,63819,122479
2026-05-18T04:16:34+0000,96,0.0,0.0,28499,122479
2026-05-18T04:16:50+0000,96,0.0,0.0,87733,122479
2026-05-18T04:17:06+0000,96,0.0,0.0,28457,122479
2026-05-18T04:17:21+0000,96,0.0,0.0,88649,122479
2026-05-18T04:17:36+0000,96,0.0,0.0,28400,122479
2026-05-18T04:17:52+0000,96,0.0,0.0,89858,122479
2026-05-18T04:18:07+0000,96,0.0,0.0,28437,122479
2026-05-18T04:18:22+0000,96,0.0,0.0,89904,122479
2026-05-18T04:18:37+0000,96,0.0,0.0,28358,122479
2026-05-18T04:18:52+0000,96,0.0,0.0,89809,122479
2026-05-18T04:19:07+0000,96,0.0,0.0,28537,122479
2026-05-18T04:19:22+0000,96,0.0,0.0,89925,122479
2026-05-18T04:19:37+0000,96,0.0,0.0,28317,122479
2026-05-18T04:19:52+0000,96,0.0,0.0,89792,122479
2026-05-18T04:20:07+0000,96,0.0,0.0,28582,122479
2026-05-18T04:20:22+0000,96,0.0,0.0,90001,122479
2026-05-18T04:20:37+0000,96,0.0,0.0,28533,122479
2026-05-18T04:20:52+0000,0,0.0,0.0,90348,122479
2026-05-18T04:21:07+0000,96,0.0,0.0,28619,122479
2026-05-18T04:21:23+0000,11,0.0,0.0,61043,122479
2026-05-18T04:21:38+0000,96,0.0,0.0,28207,122479
2026-05-18T04:21:53+0000,63,0.0,0.0,19382,122479
2026-05-18T04:22:08+0000,96,0.0,0.0,28031,122479
2026-05-18T04:22:23+0000,96,0.0,0.0,27570,122479
2026-05-18T04:22:38+0000,96,0.0,0.0,61187,122479
2026-05-18T04:22:54+0000,96,0.0,0.0,27491,122479
2026-05-18T04:23:10+0000,96,0.0,0.0,83667,122479
2026-05-18T04:23:25+0000,96,0.0,0.0,31547,122479
2026-05-18T04:23:40+0000,96,0.0,0.0,89058,122479
2026-05-18T04:23:55+0000,96,0.0,0.0,59861,122479
2026-05-18T04:24:10+0000,96,0.0,0.0,81597,122479
2026-05-18T04:24:25+0000,0,0.0,0.0,82025,122479
2026-05-18T04:24:40+0000,96,0.0,0.0,81449,122479
2026-05-18T04:24:55+0000,4,0.0,0.0,81885,122479
2026-05-18T04:25:10+0000,0,0.0,0.0,56039,122479
2026-05-18T04:25:26+0000,96,0.0,0.0,33169,122479
2026-05-18T04:25:41+0000,96,0.0,0.0,72117,122479
2026-05-18T04:25:56+0000,3,0.0,0.0,51309,122479
2026-05-18T04:26:11+0000,96,0.0,0.0,31699,122479
2026-05-18T04:26:26+0000,96,0.0,0.0,34136,122479
2026-05-18T04:26:41+0000,96,0.0,0.0,71503,122479
2026-05-18T04:26:56+0000,96,0.0,0.0,58679,122479
2026-05-18T04:27:12+0000,96,0.0,0.0,79753,122479
2026-05-18T04:27:28+0000,96,0.0,0.0,78440,122479
2026-05-18T04:27:43+0000,4,0.0,0.0,78853,122479
2026-05-18T04:27:58+0000,96,0.0,0.0,26376,122479
2026-05-18T04:28:13+0000,96,0.0,0.0,78874,122479
2026-05-18T04:28:28+0000,4,0.0,0.0,79712,122479
2026-05-18T04:28:43+0000,96,0.0,0.0,58118,122479
2026-05-18T04:28:58+0000,96,0.0,0.0,79329,122479
2026-05-18T04:29:13+0000,13,0.0,0.0,30417,122479
2026-05-18T04:29:28+0000,96,0.0,0.0,81315,122479
2026-05-18T04:29:43+0000,96,0.0,0.0,26157,122479
2026-05-18T04:29:58+0000,96,0.0,0.0,79518,122479
2026-05-18T04:30:13+0000,4,0.0,0.0,80496,122479
2026-05-18T04:30:28+0000,96,0.0,0.0,37176,122479
2026-05-18T04:30:44+0000,96,0.0,0.0,80346,122479
2026-05-18T04:30:59+0000,4,0.0,0.0,82071,122479
2026-05-18T04:31:14+0000,96,0.0,0.0,80365,122479
2026-05-18T04:31:30+0000,4,0.0,0.0,80682,122479
2026-05-18T04:31:45+0000,96,0.0,0.0,26324,122479
2026-05-18T04:32:00+0000,96,0.0,0.0,80352,122479
2026-05-18T04:32:15+0000,4,0.0,0.0,81266,122479
2026-05-18T04:32:30+0000,96,0.0,0.0,26282,122479
2026-05-18T04:32:45+0000,96,0.0,0.0,80338,122479
2026-05-18T04:33:00+0000,3,0.0,0.0,81668,122479
2026-05-18T04:33:15+0000,96,0.0,0.0,58775,122479
2026-05-18T04:33:32+0000,96,0.0,0.0,80389,122479
2026-05-18T04:33:47+0000,0,0.0,0.0,82500,122479
2026-05-18T04:34:02+0000,96,0.0,0.0,80542,122479
2026-05-18T04:34:17+0000,3,0.0,0.0,80920,122479
2026-05-18T04:34:32+0000,86,0.0,0.0,26375,122479
2026-05-18T04:34:47+0000,96,0.0,0.0,80384,122479
2026-05-18T04:35:02+0000,3,0.0,0.0,81059,122479
2026-05-18T04:35:17+0000,96,0.0,0.0,26343,122479
2026-05-18T04:35:32+0000,96,0.0,0.0,80448,122479
2026-05-18T04:35:47+0000,4,0.0,0.0,81398,122479
2026-05-18T04:36:02+0000,96,0.0,0.0,37149,122479
2026-05-18T04:36:18+0000,96,0.0,0.0,80326,122479
2026-05-18T04:36:33+0000,4,0.0,0.0,82040,122479
2026-05-18T04:36:48+0000,96,0.0,0.0,80489,122479
